,Coordinates
3039,"[49.188847, -122.848829]"
3040,"[49.044155, -123.103994]"
3041,"[49.042226, -123.100817]"
3042,"[49.039504, -123.098078]"
3043,"[49.034536, -123.097353]"
3044,"[49.031901, -123.09757]"
3045,"[49.037834, -123.090643]"
3046,"[49.040045, -123.089699]"
3047,"[49.040528, -123.086469]"
3048,"[49.040615, -123.079993]"
3049,"[49.037772, -123.078902]"
3050,"[49.041672, -123.068871]"
3051,"[49.031023, -122.806206]"
3052,"[49.032418, -122.80105]"
3053,"[49.035149, -122.801054]"
3054,"[49.036828, -122.801046]"
3055,"[49.038752, -122.801057]"
3056,"[49.041836, -122.801076]"
3057,"[49.046065, -122.801068]"
3058,"[49.049294, -122.801075]"
3059,"[49.052879, -122.802352]"
3060,"[49.056058, -122.806412]"
3061,"[49.059548, -122.810627]"
3062,"[49.06158, -122.813185]"
3063,"[49.065177, -122.81765]"
3064,"[49.067997, -122.82107]"
3065,"[49.07214, -122.822421]"
3066,"[49.078573, -122.82134]"
3067,"[49.082361, -122.820319]"
3068,"[49.094553, -122.817737]"
3069,"[49.105588, -122.832314]"
3070,"[49.108819, -122.836312]"
3071,"[49.112374, -122.840708]"
3072,"[49.115864, -122.844504]"
3073,"[49.126139, -122.844106]"
3074,"[49.12659, -122.841079]"
3075,"[49.127726, -122.83952]"
3076,"[49.130265, -122.838491]"
3077,"[49.132071, -122.838498]"
3078,"[49.134337, -122.845418]"
3079,"[49.139042, -122.845387]"
3080,"[49.143803, -122.84549]"
3081,"[49.150547, -122.845538]"
3082,"[49.153462, -122.845541]"
3083,"[49.156418, -122.845572]"
3084,"[49.159697, -122.845586]"
3085,"[49.167154, -122.845634]"
3086,"[49.170934, -122.845659]"
3087,"[49.172706, -122.845677]"
3088,"[49.175231, -122.845616]"
3089,"[49.027647, -122.804416]"
3090,"[49.027654, -122.80721]"
3091,"[49.028477, -122.812092]"
3092,"[49.029755, -122.812114]"
3093,"[49.03104, -122.811603]"
3094,"[49.031037, -122.809085]"
3095,"[49.025302, -122.768278]"
3096,"[49.028336, -122.772009]"
3097,"[49.031134, -122.776584]"
3098,"[49.03115, -122.779695]"
3099,"[49.031144, -122.785238]"
3100,"[49.031166, -122.790627]"
3101,"[49.031168, -122.79637]"
3102,"[49.06947, -122.537577]"
3103,"[49.063534, -122.51215]"
3104,"[49.061258, -122.502665]"
3105,"[49.05933, -122.491434]"
3106,"[49.058454, -122.481117]"
3107,"[49.058147, -122.476051]"
3108,"[49.106449, -122.654727]"
3109,"[49.104665, -122.650468]"
3110,"[49.1046, -122.646133]"
3111,"[49.104559, -122.644104]"
3112,"[49.104514, -122.641386]"
3113,"[49.104373, -122.631454]"
3114,"[49.100019, -122.624647]"
3115,"[49.0974, -122.624717]"
3116,"[49.09569, -122.623945]"
3117,"[49.091684, -122.609048]"
3118,"[49.08981, -122.603095]"
3119,"[49.081919, -122.580772]"
3120,"[49.074036, -122.558374]"
3121,"[49.071629, -122.547498]"
3122,"[49.188852, -122.848203]"
3123,"[49.188967, -122.848465]"
3124,"[49.027644, -122.802185]"
3125,"[49.023353, -122.765764]"
3126,"[49.059137, -122.470604]"
3127,"[49.20972, -122.813992]"
3128,"[49.207269, -122.815296]"
3129,"[49.204826, -122.812738]"
3130,"[49.201973, -122.812702]"
3131,"[49.198633, -122.811885]"
3132,"[49.198663, -122.80821]"
3133,"[49.197569, -122.806329]"
3134,"[49.194934, -122.80642]"
3135,"[49.193281, -122.803886]"
3136,"[49.199009, -122.851521]"
3137,"[49.195692, -122.806183]"
3138,"[49.198027, -122.806085]"
3139,"[49.198804, -122.809198]"
3140,"[49.199256, -122.812411]"
3141,"[49.202672, -122.81252]"
3142,"[49.205576, -122.813156]"
3143,"[49.208257, -122.814848]"
3144,"[49.209661, -122.813786]"
3145,"[49.212929, -122.815401]"
3146,"[49.214323, -122.820312]"
3147,"[49.2127, -122.82698]"
3148,"[49.210046, -122.825405]"
3149,"[49.208742, -122.827488]"
3150,"[49.207348, -122.828042]"
3151,"[49.206725, -122.825607]"
3152,"[49.204717, -122.825742]"
3153,"[49.205526, -122.829324]"
3154,"[49.20689, -122.831543]"
3155,"[49.207682, -122.834717]"
3156,"[49.207694, -122.84013]"
3157,"[49.207719, -122.84292]"
3158,"[49.207288, -122.845352]"
3159,"[49.206082, -122.844101]"
3160,"[49.206078, -122.83936]"
3161,"[49.203794, -122.836719]"
3162,"[49.202277, -122.839539]"
3163,"[49.200947, -122.842036]"
3164,"[49.200306, -122.843199]"
3165,"[49.199006, -122.85358]"
3166,"[49.199058, -122.857194]"
3167,"[49.199047, -122.86304]"
3168,"[49.19908, -122.86597]"
3169,"[49.197514, -122.867744]"
3170,"[49.195125, -122.867795]"
3171,"[49.055493, -122.491484]"
3172,"[49.059789, -122.493762]"
3173,"[49.061759, -122.504489]"
3174,"[49.063719, -122.512207]"
3175,"[49.069608, -122.537424]"
3176,"[49.072008, -122.548571]"
3177,"[49.074771, -122.560083]"
3178,"[49.082529, -122.581931]"
3179,"[49.089915, -122.602523]"
3180,"[49.091951, -122.608976]"
3181,"[49.092898, -122.612522]"
3182,"[49.096719, -122.624425]"
3183,"[49.100746, -122.624483]"
3184,"[49.104556, -122.632468]"
3185,"[49.104664, -122.641219]"
3186,"[49.104718, -122.644352]"
3187,"[49.104742, -122.646303]"
3188,"[49.104794, -122.649639]"
3189,"[49.105193, -122.651401]"
3190,"[49.060416, -122.469684]"
3191,"[49.060417, -122.4648]"
3192,"[49.060423, -122.460754]"
3193,"[49.059061, -122.459853]"
3194,"[49.057194, -122.459825]"
3195,"[49.053746, -122.459814]"
3196,"[49.053179, -122.463948]"
3197,"[49.053181, -122.467492]"
3198,"[49.053447, -122.47058]"
3199,"[49.055667, -122.47131]"
3200,"[49.055669, -122.475865]"
3201,"[49.055666, -122.481482]"
3202,"[49.05554, -122.485988]"
3203,"[49.201942, -122.839806]"
3204,"[49.202914, -122.838015]"
3205,"[49.204352, -122.836473]"
3206,"[49.206182, -122.840227]"
3207,"[49.207649, -122.844784]"
3208,"[49.207627, -122.839111]"
3209,"[49.207594, -122.833397]"
3210,"[49.20675, -122.831541]"
3211,"[49.205432, -122.829409]"
3212,"[49.204649, -122.825643]"
3213,"[49.206441, -122.82503]"
3214,"[49.208022, -122.828481]"
3215,"[49.210553, -122.825375]"
3216,"[49.212867, -122.826946]"
3217,"[49.214212, -122.819115]"
3218,"[49.213715, -122.81692]"
3219,"[49.19227, -122.867605]"
3220,"[49.195627, -122.867606]"
3221,"[49.198372, -122.867526]"
3222,"[49.199078, -122.866944]"
3223,"[49.198881, -122.86201]"
3224,"[49.198872, -122.855891]"
3225,"[49.198843, -122.853317]"
3226,"[49.200054, -122.843312]"
3227,"[49.159711, -122.660702]"
3228,"[49.162351, -122.63347]"
3229,"[49.16271, -122.65895]"
3230,"[49.163418, -122.656832]"
3231,"[49.166091, -122.656916]"
3232,"[49.169174, -122.657014]"
3233,"[49.172786, -122.657133]"
3234,"[49.176582, -122.657258]"
3235,"[49.176903, -122.654014]"
3236,"[49.176906, -122.65049]"
3237,"[49.176885, -122.64562]"
3238,"[49.176891, -122.638102]"
3239,"[49.17686, -122.634892]"
3240,"[49.175481, -122.630952]"
3241,"[49.172484, -122.630974]"
3242,"[49.170658, -122.630982]"
3243,"[49.168705, -122.635062]"
3244,"[49.166241, -122.635614]"
3245,"[49.165589, -122.640013]"
3246,"[49.163683, -122.640481]"
3247,"[49.162371, -122.639345]"
3248,"[49.162127, -122.632423]"
3249,"[49.161909, -122.626809]"
3250,"[49.161408, -122.624204]"
3251,"[49.159385, -122.624158]"
3252,"[49.15766, -122.62588]"
3253,"[49.159213, -122.628095]"
3254,"[49.160655, -122.632709]"
3255,"[49.160518, -122.660252]"
3256,"[49.162531, -122.638128]"
3257,"[49.163253, -122.640206]"
3258,"[49.166015, -122.63616]"
3259,"[49.167321, -122.634848]"
3260,"[49.169368, -122.634459]"
3261,"[49.16988, -122.630942]"
3262,"[49.173518, -122.6308]"
3263,"[49.175566, -122.630793]"
3264,"[49.177002, -122.638184]"
3265,"[49.177064, -122.647348]"
3266,"[49.177065, -122.65162]"
3267,"[49.177081, -122.65545]"
3268,"[49.176557, -122.657419]"
3269,"[49.172486, -122.657288]"
3270,"[49.169323, -122.657186]"
3271,"[49.1667, -122.65712]"
3272,"[49.16325, -122.65699]"
3273,"[49.118699, -122.725507]"
3274,"[49.118669, -122.719315]"
3275,"[49.118682, -122.711939]"
3276,"[49.118783, -122.706555]"
3277,"[49.118908, -122.700371]"
3278,"[49.118979, -122.695869]"
3279,"[49.11919, -122.690645]"
3280,"[49.119008, -122.685837]"
3281,"[49.118999, -122.679519]"
3282,"[49.118969, -122.676339]"
3283,"[49.118955, -122.673948]"
3284,"[49.118937, -122.67159]"
3285,"[49.118889, -122.66738]"
3286,"[49.118866, -122.665406]"
3287,"[49.118845, -122.662804]"
3288,"[49.11882, -122.659312]"
3289,"[49.118815, -122.656645]"
3290,"[49.118389, -122.654775]"
3291,"[49.136536, -122.890553]"
3292,"[49.133071, -122.890579]"
3293,"[49.129471, -122.890573]"
3294,"[49.123833, -122.890571]"
3295,"[49.119202, -122.889329]"
3296,"[49.119188, -122.884112]"
3297,"[49.119126, -122.878389]"
3298,"[49.11907, -122.872796]"
3299,"[49.118939, -122.84458]"
3300,"[49.118962, -122.839451]"
3301,"[49.118983, -122.833824]"
3302,"[49.119015, -122.828345]"
3303,"[49.11903, -122.822749]"
3304,"[49.119039, -122.817258]"
3305,"[49.119023, -122.811664]"
3306,"[49.118832, -122.761891]"
3307,"[49.118797, -122.755909]"
3308,"[49.118768, -122.750999]"
3309,"[49.118733, -122.74546]"
3310,"[49.118718, -122.741828]"
3311,"[49.118681, -122.734154]"
3312,"[49.118673, -122.730037]"
3313,"[49.137335, -122.888569]"
3314,"[49.118971, -122.800293]"
3315,"[49.106346, -122.654491]"
3316,"[49.183684, -122.958161]"
3317,"[49.199633, -122.949901]"
3318,"[49.184676, -123.103444]"
3319,"[49.184704, -123.110753]"
3320,"[49.184712, -123.114572]"
3321,"[49.184762, -123.120278]"
3322,"[49.184747, -123.124077]"
3323,"[49.184762, -123.128688]"
3324,"[49.184772, -123.133035]"
3325,"[49.162853, -123.140866]"
3326,"[49.162854, -123.143508]"
3327,"[49.162858, -123.148814]"
3328,"[49.162856, -123.15358]"
3329,"[49.162855, -123.15939]"
3330,"[49.16286, -123.1614]"
3331,"[49.162845, -123.165392]"
3332,"[49.162079, -123.169697]"
3333,"[49.159735, -123.169955]"
3334,"[49.156791, -123.16993]"
3335,"[49.155245, -123.169935]"
3336,"[49.152162, -123.169916]"
3337,"[49.150081, -123.169908]"
3338,"[49.148054, -123.16994]"
3339,"[49.146548, -123.169909]"
3340,"[49.143527, -123.169905]"
3341,"[49.141101, -123.170812]"
3342,"[49.141112, -123.176768]"
3343,"[49.141116, -123.180739]"
3344,"[49.141114, -123.185975]"
3345,"[49.141094, -123.190514]"
3346,"[49.139683, -123.191832]"
3347,"[49.13719, -123.192956]"
3348,"[49.135237, -123.191638]"
3349,"[49.133361, -123.191894]"
3350,"[49.131739, -123.19188]"
3351,"[49.129041, -123.191884]"
3352,"[49.12637, -123.1912]"
3353,"[49.126991, -123.187112]"
3354,"[49.128635, -123.187118]"
3355,"[49.131318, -123.187115]"
3356,"[49.133731, -123.1865]"
3357,"[49.133725, -123.183822]"
3358,"[49.133711, -123.182064]"
3359,"[49.13332, -123.181424]"
3360,"[49.129956, -123.181384]"
3361,"[49.127039, -123.181343]"
3362,"[49.187052, -122.947623]"
3363,"[49.186087, -122.947258]"
3364,"[49.185031, -122.949797]"
3365,"[49.184099, -122.952021]"
3366,"[49.182363, -122.95614]"
3367,"[49.181626, -122.964867]"
3368,"[49.179341, -122.967315]"
3369,"[49.177613, -122.968331]"
3370,"[49.173653, -122.970686]"
3371,"[49.171168, -122.972319]"
3372,"[49.179892, -123.069075]"
3373,"[49.182133, -123.069019]"
3374,"[49.184796, -123.06972]"
3375,"[49.184712, -123.073748]"
3376,"[49.184634, -123.080866]"
3377,"[49.184626, -123.086871]"
3378,"[49.184637, -123.092093]"
3379,"[49.184655, -123.097411]"
3380,"[49.184673, -123.101536]"
3381,"[49.168582, -122.976908]"
3382,"[49.16819, -122.98382]"
3383,"[49.167475, -122.987107]"
3384,"[49.16831, -122.989657]"
3385,"[49.169956, -123.016132]"
3386,"[49.169942, -123.035912]"
3387,"[49.170789, -123.069097]"
3388,"[49.174129, -123.06912]"
3389,"[49.176822, -123.06907]"
3390,"[49.119002, -122.657556]"
3391,"[49.119029, -122.660877]"
3392,"[49.119052, -122.663772]"
3393,"[49.119073, -122.666227]"
3394,"[49.11909, -122.669667]"
3395,"[49.119098, -122.674101]"
3396,"[49.119128, -122.677839]"
3397,"[49.119355, -122.688949]"
3398,"[49.119112, -122.697661]"
3399,"[49.119036, -122.702518]"
3400,"[49.118909, -122.708121]"
3401,"[49.118811, -122.720802]"
3402,"[49.118836, -122.726507]"
3403,"[49.118858, -122.731356]"
3404,"[49.118876, -122.735903]"
3405,"[49.11889, -122.739775]"
3406,"[49.11894, -122.746743]"
3407,"[49.11896, -122.751882]"
3408,"[49.118994, -122.757191]"
3409,"[49.119015, -122.762879]"
3410,"[49.119156, -122.801633]"
3411,"[49.119209, -122.81291]"
3412,"[49.119209, -122.818379]"
3413,"[49.11921, -122.823839]"
3414,"[49.119192, -122.829275]"
3415,"[49.119172, -122.834752]"
3416,"[49.11915, -122.840539]"
3417,"[49.119211, -122.868362]"
3418,"[49.119261, -122.873924]"
3419,"[49.119321, -122.87962]"
3420,"[49.119374, -122.885001]"
3421,"[49.119783, -122.890201]"
3422,"[49.123259, -122.890191]"
3423,"[49.126984, -122.890187]"
3424,"[49.131043, -122.890178]"
3425,"[49.135115, -122.890162]"
3426,"[49.118955, -122.654692]"
3427,"[49.188849, -122.848551]"
3428,"[49.162722, -122.791163]"
3429,"[49.107725, -122.734514]"
3430,"[49.106168, -122.654028]"
3431,"[49.191515, -122.844162]"
3432,"[49.191424, -122.837192]"
3433,"[49.191416, -122.828132]"
3434,"[49.191389, -122.816828]"
3435,"[49.191403, -122.808821]"
3436,"[49.190921, -122.801015]"
3437,"[49.188425, -122.801082]"
3438,"[49.185638, -122.80104]"
3439,"[49.183554, -122.80111]"
3440,"[49.180098, -122.801109]"
3441,"[49.17642, -122.801175]"
3442,"[49.17319, -122.801289]"
3443,"[49.171587, -122.80135]"
3444,"[49.168827, -122.801443]"
3445,"[49.146242, -122.756697]"
3446,"[49.118374, -122.756701]"
3447,"[49.116176, -122.756736]"
3448,"[49.111464, -122.75605]"
3449,"[49.111471, -122.750919]"
3450,"[49.111444, -122.745318]"
3451,"[49.111433, -122.740041]"
3452,"[49.111412, -122.736565]"
3453,"[49.110491, -122.735078]"
3454,"[49.10772, -122.732784]"
3455,"[49.108222, -122.730183]"
3456,"[49.110864, -122.730197]"
3457,"[49.111364, -122.723195]"
3458,"[49.11136, -122.717882]"
3459,"[49.11135, -122.711742]"
3460,"[49.111322, -122.707867]"
3461,"[49.111262, -122.701146]"
3462,"[49.111258, -122.69704]"
3463,"[49.111237, -122.689257]"
3464,"[49.11122, -122.685449]"
3465,"[49.108529, -122.668879]"
3466,"[49.104253, -122.66814]"
3467,"[49.104221, -122.66365]"
3468,"[49.104588, -122.660101]"
3469,"[49.118828, -122.712983]"
3470,"[49.137407, -122.88851]"
3471,"[49.119007, -122.756045]"
3472,"[49.227715, -123.00874]"
3473,"[49.229426, -123.012448]"
3474,"[49.232042, -123.012549]"
3475,"[49.206464, -122.928954]"
3476,"[49.207881, -122.930762]"
3477,"[49.209188, -122.932385]"
3478,"[49.210818, -122.934416]"
3479,"[49.212307, -122.936291]"
3480,"[49.213306, -122.937545]"
3481,"[49.214394, -122.939099]"
3482,"[49.216171, -122.943449]"
3483,"[49.213919, -122.948115]"
3484,"[49.212337, -122.951051]"
3485,"[49.210182, -122.953538]"
3486,"[49.211497, -122.955798]"
3487,"[49.200219, -122.916234]"
3488,"[49.200396, -122.919035]"
3489,"[49.201922, -122.923058]"
3490,"[49.203451, -122.925156]"
3491,"[49.204921, -122.927008]"
3492,"[49.216248, -122.942104]"
3493,"[49.217592, -122.946134]"
3494,"[49.177023, -122.889399]"
3495,"[49.158761, -122.938066]"
3496,"[49.177087, -122.884175]"
3497,"[49.177099, -122.879647]"
3498,"[49.177099, -122.87666]"
3499,"[49.177077, -122.872995]"
3500,"[49.177067, -122.867433]"
3501,"[49.177045, -122.863567]"
3502,"[49.17703, -122.86091]"
3503,"[49.177019, -122.855987]"
3504,"[49.176992, -122.850709]"
3505,"[49.162673, -122.931704]"
3506,"[49.164903, -122.926007]"
3507,"[49.162185, -122.922232]"
3508,"[49.158354, -122.921263]"
3509,"[49.15599, -122.920088]"
3510,"[49.15598, -122.916845]"
3511,"[49.155969, -122.911547]"
3512,"[49.155902, -122.906475]"
3513,"[49.155844, -122.901139]"
3514,"[49.155865, -122.896004]"
3515,"[49.155885, -122.893508]"
3516,"[49.133828, -123.092027]"
3517,"[49.138655, -123.091746]"
3518,"[49.141084, -123.091643]"
3519,"[49.144372, -123.092341]"
3520,"[49.144372, -123.096066]"
3521,"[49.143582, -123.098184]"
3522,"[49.140767, -123.098471]"
3523,"[49.140775, -123.103619]"
3524,"[49.140795, -123.108322]"
3525,"[49.140814, -123.114575]"
3526,"[49.140871, -123.120359]"
3527,"[49.141331, -123.12518]"
3528,"[49.143978, -123.125115]"
3529,"[49.145808, -123.125076]"
3530,"[49.148472, -123.125092]"
3531,"[49.152081, -123.125171]"
3532,"[49.155775, -123.125255]"
3533,"[49.157628, -123.125272]"
3534,"[49.159552, -123.125305]"
3535,"[49.161175, -123.125318]"
3536,"[49.166525, -123.126125]"
3537,"[49.166555, -123.132028]"
3538,"[49.170309, -123.137366]"
3539,"[49.170296, -123.140845]"
3540,"[49.170283, -123.145093]"
3541,"[49.170266, -123.148488]"
3542,"[49.170246, -123.153038]"
3543,"[49.170264, -123.157911]"
3544,"[49.170209, -123.165051]"
3545,"[49.170208, -123.167512]"
3546,"[49.170203, -123.170679]"
3547,"[49.170201, -123.175732]"
3548,"[49.170202, -123.178748]"
3549,"[49.169686, -123.181334]"
3550,"[49.16568, -123.181332]"
3551,"[49.162451, -123.181317]"
3552,"[49.158874, -123.181254]"
3553,"[49.155306, -123.181201]"
3554,"[49.153099, -123.181278]"
3555,"[49.150004, -123.181394]"
3556,"[49.147983, -123.181461]"
3557,"[49.145578, -123.181466]"
3558,"[49.142554, -123.18149]"
3559,"[49.140696, -123.181502]"
3560,"[49.13862, -123.181473]"
3561,"[49.136723, -123.181464]"
3562,"[49.159698, -122.660585]"
3563,"[49.216958, -122.66705]"
3564,"[49.119091, -122.653538]"
3565,"[49.130253, -122.645859]"
3566,"[49.140961, -122.645779]"
3567,"[49.145818, -122.645706]"
3568,"[49.148694, -122.645591]"
3569,"[49.152067, -122.645673]"
3570,"[49.155843, -122.645622]"
3571,"[49.162848, -122.646943]"
3572,"[49.162908, -122.656121]"
3573,"[49.177479, -122.664275]"
3574,"[49.219799, -122.665955]"
3575,"[49.130501, -123.093613]"
3576,"[49.216845, -122.666738]"
3577,"[49.159864, -122.660497]"
3578,"[49.162717, -122.656351]"
3579,"[49.162082, -122.64596]"
3580,"[49.154985, -122.645881]"
3581,"[49.151258, -122.64586]"
3582,"[49.147452, -122.645855]"
3583,"[49.145243, -122.64591]"
3584,"[49.140471, -122.645933]"
3585,"[49.129384, -122.64604]"
3586,"[49.045489, -122.789656]"
3587,"[49.04548, -122.78672]"
3588,"[49.045456, -122.782014]"
3589,"[49.044416, -122.779353]"
3590,"[49.044326, -122.785455]"
3591,"[49.041661, -122.781829]"
3592,"[49.04026, -122.780259]"
3593,"[49.038366, -122.780386]"
3594,"[49.038369, -122.783021]"
3595,"[49.038387, -122.786342]"
3596,"[49.038019, -122.79028]"
3597,"[49.034149, -122.790274]"
3598,"[49.033307, -122.801052]"
3599,"[49.220217, -122.531688]"
3600,"[49.220653, -122.529156]"
3601,"[49.274107, -122.792389]"
3602,"[49.269621, -122.781554]"
3603,"[49.266862, -122.775365]"
3604,"[49.263214, -122.766579]"
3605,"[49.259401, -122.757446]"
3606,"[49.255084, -122.747263]"
3607,"[49.242956, -122.719855]"
3608,"[49.229291, -122.689643]"
3609,"[49.227202, -122.689669]"
3610,"[49.225311, -122.689687]"
3611,"[49.221301, -122.68972]"
3612,"[49.218644, -122.689704]"
3613,"[49.217083, -122.688891]"
3614,"[49.217117, -122.682878]"
3615,"[49.217148, -122.67734]"
3616,"[49.217155, -122.674538]"
3617,"[49.21716, -122.671081]"
3618,"[49.219665, -122.665516]"
3619,"[49.221343, -122.659857]"
3620,"[49.221322, -122.654946]"
3621,"[49.220454, -122.650071]"
3622,"[49.220463, -122.63853]"
3623,"[49.220485, -122.631294]"
3624,"[49.220515, -122.627493]"
3625,"[49.220478, -122.62211]"
3626,"[49.220491, -122.61726]"
3627,"[49.220467, -122.613496]"
3628,"[49.220426, -122.60922]"
3629,"[49.22041, -122.606472]"
3630,"[49.220392, -122.604]"
3631,"[49.220358, -122.593404]"
3632,"[49.220341, -122.589417]"
3633,"[49.220308, -122.58415]"
3634,"[49.220273, -122.578305]"
3635,"[49.220295, -122.573767]"
3636,"[49.220288, -122.567573]"
3637,"[49.220277, -122.563472]"
3638,"[49.220277, -122.560773]"
3639,"[49.220256, -122.556606]"
3640,"[49.22024, -122.54905]"
3641,"[49.220203, -122.539954]"
3642,"[49.2202, -122.534131]"
3643,"[49.220404, -122.561892]"
3644,"[49.220422, -122.56571]"
3645,"[49.22043, -122.568707]"
3646,"[49.22043, -122.573801]"
3647,"[49.220448, -122.580236]"
3648,"[49.220475, -122.585413]"
3649,"[49.220489, -122.588807]"
3650,"[49.220505, -122.590758]"
3651,"[49.220513, -122.594678]"
3652,"[49.220544, -122.599935]"
3653,"[49.220551, -122.604121]"
3654,"[49.220574, -122.608114]"
3655,"[49.220616, -122.6145]"
3656,"[49.220636, -122.618914]"
3657,"[49.220656, -122.623794]"
3658,"[49.220652, -122.628561]"
3659,"[49.220628, -122.632703]"
3660,"[49.220627, -122.640415]"
3661,"[49.220591, -122.64835]"
3662,"[49.221482, -122.653782]"
3663,"[49.221514, -122.657617]"
3664,"[49.221533, -122.662377]"
3665,"[49.220333, -122.666916]"
3666,"[49.218447, -122.668334]"
3667,"[49.217291, -122.672949]"
3668,"[49.217281, -122.675662]"
3669,"[49.217266, -122.679016]"
3670,"[49.217258, -122.681339]"
3671,"[49.217246, -122.684239]"
3672,"[49.217609, -122.689443]"
3673,"[49.219436, -122.689444]"
3674,"[49.22114, -122.689446]"
3675,"[49.223265, -122.689429]"
3676,"[49.22495, -122.689402]"
3677,"[49.22698, -122.689383]"
3678,"[49.229012, -122.689361]"
